State,Labels,Assignees,Comments,Closed_At,Created_At,Locked
closed,[],0,3,2021-01-14T00:04:52Z,2020-11-21T10:15:41Z,False
closed,[],0,2,2020-11-21T18:27:17Z,2020-11-21T05:13:50Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 351723912, 'node_id': 'MDU6TGFiZWwzNTE3MjM5MTI=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20accepted', 'name': 'status: accepted', 'color': 'e8e8b5', 'default': False, 'description': 'Disputed bug is accepted as valid or Feature accepted as desired to be added.'}, {'id': 2295681283, 'node_id': 'MDU6TGFiZWwyMjk1NjgxMjgz', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.16', 'name': 'version: 1.16', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.16'}]",0,6,2022-01-07T21:32:42Z,2020-11-20T01:28:57Z,False
closed,[],0,6,2020-11-28T21:28:06Z,2020-11-20T01:04:13Z,False
closed,"[{'id': 351723912, 'node_id': 'MDU6TGFiZWwzNTE3MjM5MTI=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20accepted', 'name': 'status: accepted', 'color': 'e8e8b5', 'default': False, 'description': 'Disputed bug is accepted as valid or Feature accepted as desired to be added.'}, {'id': 1449247003, 'node_id': 'MDU6TGFiZWwxNDQ5MjQ3MDAz', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20rebase%20required', 'name': 'status: rebase required', 'color': 'ffcbaa', 'default': False, 'description': ''}]",0,7,2022-10-22T19:20:40Z,2020-11-19T21:38:32Z,False
open,"[{'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}, {'id': 351723912, 'node_id': 'MDU6TGFiZWwzNTE3MjM5MTI=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20accepted', 'name': 'status: accepted', 'color': 'e8e8b5', 'default': False, 'description': 'Disputed bug is accepted as valid or Feature accepted as desired to be added.'}]",0,3,,2020-11-19T19:37:45Z,False
closed,[],0,0,2020-11-19T15:15:17Z,2020-11-19T13:05:17Z,False
closed,"[{'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}, {'id': 351723912, 'node_id': 'MDU6TGFiZWwzNTE3MjM5MTI=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20accepted', 'name': 'status: accepted', 'color': 'e8e8b5', 'default': False, 'description': 'Disputed bug is accepted as valid or Feature accepted as desired to be added.'}]",0,0,2021-01-23T12:00:39Z,2020-11-19T05:48:36Z,False
closed,[],0,3,2021-01-17T21:10:12Z,2020-11-19T02:27:10Z,False
closed,[],0,4,2020-11-22T23:28:07Z,2020-11-19T00:04:40Z,False
closed,[],0,3,2020-11-19T15:47:23Z,2020-11-18T20:47:52Z,False
closed,[],0,20,2021-01-11T01:44:07Z,2020-11-18T16:49:16Z,False
closed,"[{'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}, {'id': 351723912, 'node_id': 'MDU6TGFiZWwzNTE3MjM5MTI=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20accepted', 'name': 'status: accepted', 'color': 'e8e8b5', 'default': False, 'description': 'Disputed bug is accepted as valid or Feature accepted as desired to be added.'}]",0,4,2021-08-13T18:15:44Z,2020-11-18T02:56:25Z,False
closed,"[{'id': 2296150667, 'node_id': 'MDU6TGFiZWwyMjk2MTUwNjY3', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/upstream:%20bukkit', 'name': 'upstream: bukkit', 'color': 'dbf7a3', 'default': False, 'description': 'Issues exists in Bukkit and/or CraftBukkit.'}]",0,6,2020-11-18T03:45:19Z,2020-11-18T01:24:22Z,False
closed,[],0,16,2020-12-02T22:39:59Z,2020-11-16T21:08:55Z,False
closed,[],0,6,2021-03-04T20:15:45Z,2020-11-16T18:59:16Z,False
closed,"[{'id': 2295681283, 'node_id': 'MDU6TGFiZWwyMjk1NjgxMjgz', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.16', 'name': 'version: 1.16', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.16'}, {'id': 2550805959, 'node_id': 'MDU6TGFiZWwyNTUwODA1OTU5', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20stale', 'name': 'resolution: stale', 'color': 'b25a52', 'default': False, 'description': ''}]",0,3,2021-01-24T04:55:26Z,2020-11-16T18:50:35Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 2187690335, 'node_id': 'MDU6TGFiZWwyMTg3NjkwMzM1', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/upstream:%20vanilla', 'name': 'upstream: vanilla', 'color': 'dbf7a3', 'default': False, 'description': 'Issue exists in vanilla Minecraft.'}, {'id': 2295681283, 'node_id': 'MDU6TGFiZWwyMjk1NjgxMjgz', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.16', 'name': 'version: 1.16', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.16'}, {'id': 2295681850, 'node_id': 'MDU6TGFiZWwyMjk1NjgxODUw', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.15', 'name': 'version: 1.15', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.15'}, {'id': 2550805959, 'node_id': 'MDU6TGFiZWwyNTUwODA1OTU5', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20stale', 'name': 'resolution: stale', 'color': 'b25a52', 'default': False, 'description': ''}]",0,9,2021-02-08T00:57:45Z,2020-11-16T10:21:40Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 351723912, 'node_id': 'MDU6TGFiZWwzNTE3MjM5MTI=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20accepted', 'name': 'status: accepted', 'color': 'e8e8b5', 'default': False, 'description': 'Disputed bug is accepted as valid or Feature accepted as desired to be added.'}, {'id': 2290924626, 'node_id': 'MDU6TGFiZWwyMjkwOTI0NjI2', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/good%20first%20issue', 'name': 'good first issue', 'color': '1dc12a', 'default': True, 'description': 'Simple bug fix or feature which would be a good first PR for someone new to the project'}, {'id': 2295681283, 'node_id': 'MDU6TGFiZWwyMjk1NjgxMjgz', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.16', 'name': 'version: 1.16', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.16'}, {'id': 2296150667, 'node_id': 'MDU6TGFiZWwyMjk2MTUwNjY3', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/upstream:%20bukkit', 'name': 'upstream: bukkit', 'color': 'dbf7a3', 'default': False, 'description': 'Issues exists in Bukkit and/or CraftBukkit.'}]",0,6,2020-12-02T22:39:59Z,2020-11-16T04:13:52Z,False
closed,[],0,5,2020-11-16T14:40:02Z,2020-11-16T00:47:16Z,False
closed,"[{'id': 314954734, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzQ=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20duplicate', 'name': 'resolution: duplicate', 'color': 'b25a52', 'default': False, 'description': 'Issue or Request is a copy of an existing ticket.'}, {'id': 2295681283, 'node_id': 'MDU6TGFiZWwyMjk1NjgxMjgz', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.16', 'name': 'version: 1.16', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.16'}]",0,1,2020-11-15T11:03:20Z,2020-11-15T11:00:29Z,False
closed,[],0,0,2020-11-14T22:50:12Z,2020-11-14T22:47:10Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}]",0,0,2020-11-16T14:44:15Z,2020-11-14T21:16:54Z,False
closed,"[{'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}]",0,2,2020-11-14T20:54:13Z,2020-11-14T20:40:28Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}]",0,0,2020-11-15T22:42:06Z,2020-11-14T20:25:15Z,False
closed,"[{'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}]",0,1,2021-01-03T16:41:45Z,2020-11-14T18:13:58Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}]",0,3,2021-07-09T19:03:28Z,2020-11-14T17:37:57Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}]",0,1,2020-11-19T18:50:00Z,2020-11-14T15:59:30Z,False
closed,"[{'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}]",0,0,2021-01-16T18:55:20Z,2020-11-14T15:50:58Z,False
closed,[],0,2,2020-11-14T20:22:42Z,2020-11-14T15:27:27Z,False
closed,"[{'id': 2133227401, 'node_id': 'MDU6TGFiZWwyMTMzMjI3NDAx', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20works-as-intended', 'name': 'resolution: works-as-intended', 'color': 'b25a52', 'default': False, 'description': 'Working as it should / expected to'}]",0,3,2020-11-14T12:08:37Z,2020-11-14T09:46:59Z,False
closed,"[{'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}, {'id': 351723912, 'node_id': 'MDU6TGFiZWwzNTE3MjM5MTI=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20accepted', 'name': 'status: accepted', 'color': 'e8e8b5', 'default': False, 'description': 'Disputed bug is accepted as valid or Feature accepted as desired to be added.'}]",0,2,2021-03-09T18:22:20Z,2020-11-13T23:10:26Z,False
closed,"[{'id': 2296150667, 'node_id': 'MDU6TGFiZWwyMjk2MTUwNjY3', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/upstream:%20bukkit', 'name': 'upstream: bukkit', 'color': 'dbf7a3', 'default': False, 'description': 'Issues exists in Bukkit and/or CraftBukkit.'}]",0,1,2020-11-13T22:03:30Z,2020-11-13T19:10:14Z,False
closed,"[{'id': 437352493, 'node_id': 'MDU6TGFiZWw0MzczNTI0OTM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20unsupported', 'name': 'resolution: unsupported', 'color': 'b25a52', 'default': False, 'description': 'Software version is no longer supported by PaperMC.'}, {'id': 2295681283, 'node_id': 'MDU6TGFiZWwyMjk1NjgxMjgz', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.16', 'name': 'version: 1.16', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.16'}]",0,1,2020-11-13T15:02:37Z,2020-11-13T15:01:08Z,False
closed,"[{'id': 2295681283, 'node_id': 'MDU6TGFiZWwyMjk1NjgxMjgz', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.16', 'name': 'version: 1.16', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.16'}]",0,13,2020-11-15T10:05:48Z,2020-11-13T14:03:57Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}]",0,2,2020-11-20T18:45:40Z,2020-11-12T23:38:52Z,False
closed,[],0,0,2020-11-12T04:58:43Z,2020-11-12T04:54:15Z,False
closed,[],0,0,2020-11-12T03:35:45Z,2020-11-12T03:30:44Z,False
closed,"[{'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}]",0,2,2021-01-03T16:23:11Z,2020-11-12T01:53:38Z,False
closed,[],0,3,2020-11-12T05:20:52Z,2020-11-12T00:01:57Z,False
closed,"[{'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}, {'id': 2550805959, 'node_id': 'MDU6TGFiZWwyNTUwODA1OTU5', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20stale', 'name': 'resolution: stale', 'color': 'b25a52', 'default': False, 'description': ''}]",0,4,2021-06-09T00:41:51Z,2020-11-09T23:27:20Z,False
closed,[],0,0,2020-11-10T08:15:04Z,2020-11-09T20:04:01Z,False
closed,"[{'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}]",0,1,2020-11-11T17:44:18Z,2020-11-09T19:53:51Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 2295681283, 'node_id': 'MDU6TGFiZWwyMjk1NjgxMjgz', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.16', 'name': 'version: 1.16', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.16'}]",0,3,2021-11-22T04:11:11Z,2020-11-09T13:04:42Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 351723912, 'node_id': 'MDU6TGFiZWwzNTE3MjM5MTI=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20accepted', 'name': 'status: accepted', 'color': 'e8e8b5', 'default': False, 'description': 'Disputed bug is accepted as valid or Feature accepted as desired to be added.'}, {'id': 2295681283, 'node_id': 'MDU6TGFiZWwyMjk1NjgxMjgz', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.16', 'name': 'version: 1.16', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.16'}]",0,14,2021-10-01T00:39:17Z,2020-11-09T00:18:21Z,False
closed,"[{'id': 2295681283, 'node_id': 'MDU6TGFiZWwyMjk1NjgxMjgz', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.16', 'name': 'version: 1.16', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.16'}]",0,1,2020-11-19T15:15:17Z,2020-11-08T22:20:24Z,False
closed,"[{'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}, {'id': 2550805959, 'node_id': 'MDU6TGFiZWwyNTUwODA1OTU5', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20stale', 'name': 'resolution: stale', 'color': 'b25a52', 'default': False, 'description': ''}]",0,7,2021-01-21T20:42:51Z,2020-11-08T13:51:47Z,False
closed,"[{'id': 2296149021, 'node_id': 'MDU6TGFiZWwyMjk2MTQ5MDIx', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/upstream:%20spigot', 'name': 'upstream: spigot', 'color': 'dbf7a3', 'default': False, 'description': 'Issues exists in Spigot.'}]",0,0,2020-11-08T10:00:44Z,2020-11-08T09:57:11Z,False
closed,"[{'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}]",0,4,2021-01-03T16:08:50Z,2020-11-07T22:15:03Z,False
open,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 2295681283, 'node_id': 'MDU6TGFiZWwyMjk1NjgxMjgz', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.16', 'name': 'version: 1.16', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.16'}]",0,7,,2020-11-07T21:12:24Z,False
closed,[],0,9,2020-12-03T19:32:53Z,2020-11-07T18:10:27Z,False
closed,"[{'id': 2295681283, 'node_id': 'MDU6TGFiZWwyMjk1NjgxMjgz', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.16', 'name': 'version: 1.16', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.16'}, {'id': 2550805959, 'node_id': 'MDU6TGFiZWwyNTUwODA1OTU5', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20stale', 'name': 'resolution: stale', 'color': 'b25a52', 'default': False, 'description': ''}]",0,2,2021-01-13T22:13:30Z,2020-11-07T08:22:53Z,False
closed,[],0,2,2020-11-11T17:35:08Z,2020-11-07T01:24:36Z,False
closed,"[{'id': 437352493, 'node_id': 'MDU6TGFiZWw0MzczNTI0OTM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20unsupported', 'name': 'resolution: unsupported', 'color': 'b25a52', 'default': False, 'description': 'Software version is no longer supported by PaperMC.'}]",0,1,2020-11-06T15:30:00Z,2020-11-06T15:28:01Z,False
closed,"[{'id': 994031530, 'node_id': 'MDU6TGFiZWw5OTQwMzE1MzA=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20performance', 'name': 'type: performance', 'color': '75c2a2', 'default': False, 'description': ''}]",0,6,2020-11-19T20:02:09Z,2020-11-06T04:30:31Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 2295681283, 'node_id': 'MDU6TGFiZWwyMjk1NjgxMjgz', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.16', 'name': 'version: 1.16', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.16'}]",0,5,2020-11-13T20:08:55Z,2020-11-06T00:33:09Z,False
closed,[],0,2,2020-11-05T18:00:05Z,2020-11-05T17:57:49Z,False
open,"[{'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}, {'id': 351723912, 'node_id': 'MDU6TGFiZWwzNTE3MjM5MTI=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20accepted', 'name': 'status: accepted', 'color': 'e8e8b5', 'default': False, 'description': 'Disputed bug is accepted as valid or Feature accepted as desired to be added.'}, {'id': 384371236, 'node_id': 'MDU6TGFiZWwzODQzNzEyMzY=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20blocked', 'name': 'status: blocked', 'color': 'e8e8b5', 'default': False, 'description': 'Issue or Request is waiting on some other issue or change.'}]",0,2,,2020-11-05T15:01:41Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 351723912, 'node_id': 'MDU6TGFiZWwzNTE3MjM5MTI=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20accepted', 'name': 'status: accepted', 'color': 'e8e8b5', 'default': False, 'description': 'Disputed bug is accepted as valid or Feature accepted as desired to be added.'}]",0,5,2021-01-10T17:19:05Z,2020-11-03T21:55:36Z,False
closed,[],0,0,2020-11-03T21:30:16Z,2020-11-03T20:54:37Z,False
closed,"[{'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}, {'id': 2550805959, 'node_id': 'MDU6TGFiZWwyNTUwODA1OTU5', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20stale', 'name': 'resolution: stale', 'color': 'b25a52', 'default': False, 'description': ''}]",0,6,2021-05-11T07:14:19Z,2020-11-03T20:46:54Z,False
closed,"[{'id': 314954733, 'node_id': 'MDU6TGFiZWwzMTQ5NTQ3MzM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20bug', 'name': 'type: bug', 'color': '75c2a2', 'default': False, 'description': ""Something doesn't work as it was intended to.""}, {'id': 2133227401, 'node_id': 'MDU6TGFiZWwyMTMzMjI3NDAx', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20works-as-intended', 'name': 'resolution: works-as-intended', 'color': 'b25a52', 'default': False, 'description': 'Working as it should / expected to'}, {'id': 2295681283, 'node_id': 'MDU6TGFiZWwyMjk1NjgxMjgz', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.16', 'name': 'version: 1.16', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.16'}]",0,9,2022-08-06T22:45:50Z,2020-11-03T19:42:17Z,False
closed,[],0,2,2020-11-03T21:33:09Z,2020-11-03T13:01:09Z,False
closed,"[{'id': 351723912, 'node_id': 'MDU6TGFiZWwzNTE3MjM5MTI=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/status:%20accepted', 'name': 'status: accepted', 'color': 'e8e8b5', 'default': False, 'description': 'Disputed bug is accepted as valid or Feature accepted as desired to be added.'}, {'id': 2295681283, 'node_id': 'MDU6TGFiZWwyMjk1NjgxMjgz', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.16', 'name': 'version: 1.16', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.16'}, {'id': 2296149021, 'node_id': 'MDU6TGFiZWwyMjk2MTQ5MDIx', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/upstream:%20spigot', 'name': 'upstream: spigot', 'color': 'dbf7a3', 'default': False, 'description': 'Issues exists in Spigot.'}]",0,5,2021-01-17T21:10:12Z,2020-11-03T02:59:33Z,False
closed,[],0,1,2020-11-03T02:22:16Z,2020-11-03T02:03:44Z,False
closed,"[{'id': 2550805959, 'node_id': 'MDU6TGFiZWwyNTUwODA1OTU5', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20stale', 'name': 'resolution: stale', 'color': 'b25a52', 'default': False, 'description': ''}]",0,3,2021-03-10T04:19:31Z,2020-11-03T01:06:40Z,False
closed,[],0,0,2020-11-02T22:14:45Z,2020-11-02T22:07:11Z,False
closed,"[{'id': 2295681283, 'node_id': 'MDU6TGFiZWwyMjk1NjgxMjgz', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/version:%201.16', 'name': 'version: 1.16', 'color': 'a49ebb', 'default': False, 'description': 'Game version 1.16'}, {'id': 2550805959, 'node_id': 'MDU6TGFiZWwyNTUwODA1OTU5', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20stale', 'name': 'resolution: stale', 'color': 'b25a52', 'default': False, 'description': ''}]",0,6,2021-01-17T00:46:13Z,2020-11-02T19:59:33Z,False
closed,"[{'id': 316134956, 'node_id': 'MDU6TGFiZWwzMTYxMzQ5NTY=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20cannot%20reproduce', 'name': 'resolution: cannot reproduce', 'color': 'b25a52', 'default': False, 'description': 'Paper team is unable to replicate the issue.'}, {'id': 2550805959, 'node_id': 'MDU6TGFiZWwyNTUwODA1OTU5', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/resolution:%20stale', 'name': 'resolution: stale', 'color': 'b25a52', 'default': False, 'description': ''}]",0,7,2021-04-07T20:39:16Z,2020-11-02T10:46:35Z,False
closed,"[{'id': 316135203, 'node_id': 'MDU6TGFiZWwzMTYxMzUyMDM=', 'url': 'https://api.github.com/repos/PaperMC/Paper/labels/type:%20feature', 'name': 'type: feature', 'color': '75c2a2', 'default': False, 'description': 'Request for a new Feature.'}]",0,12,2021-02-05T22:14:27Z,2020-11-01T20:34:59Z,False
